id_str,_id,id_str,created_at,emotion_label,processed_text,raw_text
1231176636357210113,{'$oid': '5e5117bb4ed687673b956b8a'},1231176636357210113,2020-02-22 11:19:18,happy,"Super fun song 😁 #SingleKingulam #A1Express good luck guys  @Itslavanya 

https://t.co/dOySXIygu5","RT @YoursEesha: Super fun song 😁 #SingleKingulam #A1Express good luck guys @sundeepkishan @Itslavanya 

https://t.co/dOySXIygu5"
1231176641562468353,{'$oid': '5e5117bb4ed687673b956b8b'},1231176641562468353,2020-02-22 11:19:20,happy,Some great ideas here!! Sign me up for the Scavenger Hunt and the Desserts of NY tour 😁,Some great ideas here!! Sign me up for the Scavenger Hunt and the Desserts of NY tour 😁
1231176642208231424,{'$oid': '5e5117bb4ed687673b956b8c'},1231176642208231424,2020-02-22 11:19:20,pleasant,A quick comparison 😁 https://t.co/WJkzs08hui,RT @AnnQuann: A quick comparison 😁 https://t.co/WJkzs08hui
1231176649091272706,{'$oid': '5e5117bb4ed687673b956b8d'},1231176649091272706,2020-02-22 11:19:21,anger,I miss beer parlors. I mean the Nigerian beer parlor...where you can drink like a fish and lie for 3 hours straight with…,RT @_The_Immortal: I miss beer parlors. I mean the Nigerian beer parlor...where you can drink like a fish and lie for 3 hours straight with…
1231176656276131840,{'$oid': '5e5117bb4ed687673b956b8e'},1231176656276131840,2020-02-22 11:19:23,happy,I can’t wait to present this ⁦@BIMShowLive⁩ next week 😁 https://t.co/orvgvqroQJ,I can’t wait to present this ⁦@BIMShowLive⁩ next week 😁 https://t.co/orvgvqroQJ
1231176663251259392,{'$oid': '5e5117bb4ed687673b956b8f'},1231176663251259392,2020-02-22 11:19:25,happy, @theskindoctor13 @Atheist_Krishna @desimojito @pokershash @firkey_ @Being_Humor @onetiponehand_ @Ra_Bies…,RT @prettypadmaja: @Loneranger9new @theskindoctor13 @Atheist_Krishna @desimojito @pokershash @firkey_ @Being_Humor @onetiponehand_ @Ra_Bies…
1231176663800713216,{'$oid': '5e5117bb4ed687673b956b90'},1231176663800713216,2020-02-22 11:19:25,excitement, The new generation of coders need something to be excited about 😁,@tjernlund The new generation of coders need something to be excited about 😁
1231176668393414656,{'$oid': '5e5117bb4ed687673b956b91'},1231176668393414656,2020-02-22 11:19:26,happy, Both 😁,@mayidornaan Both 😁
1231176676614320129,{'$oid': '5e5117bb4ed687673b956b92'},1231176676614320129,2020-02-22 11:19:28,happy,Old school  advanced diver manuals!! 1980 & 1991 😁 #padi #godive #ukdiving #scubadiving #scuba #thefriendlydivestore #lear…,RT @GoDive: Old school @padi advanced diver manuals!! 1980 &amp; 1991 😁 #padi #godive #ukdiving #scubadiving #scuba #thefriendlydivestore #lear…
1231176680343048192,{'$oid': '5e5117bb4ed687673b956b93'},1231176680343048192,2020-02-22 11:19:29,happy,"Throw  a follow! It's really easy. Much easier than voting. And it amplifies our voice. Also, retweet!  https://t.co/YZxqmm0gW2","Throw @TBadabada a follow! It's really easy. Much easier than voting. And it amplifies our voice. Also, retweet! Th… https://t.co/YZxqmm0gW2"
1231176683174211586,{'$oid': '5e5117bb4ed687673b956b94'},1231176683174211586,2020-02-22 11:19:30,fear, I guess so - I’m certainly not going to shut up about the damage Brexit is wreaking in its wake &  https://t.co/pOYJQTdfPH,@AndyHoltonDJ I guess so - I’m certainly not going to shut up about the damage Brexit is wreaking in its wake &amp; who… https://t.co/pOYJQTdfPH
1231176689109041153,{'$oid': '5e5117bb4ed687673b956b95'},1231176689109041153,2020-02-22 11:19:31,happy,"Hey #screenshotsaturday, here's an actual screenshot for once! 😁 Got a working object pooler set up so that should help keep p…","RT @ZtuuDev: Hey #screenshotsaturday, here's an actual screenshot for once! 😁 Got a working object pooler set up so that should help keep p…"
1231176702497378315,{'$oid': '5e5117bb4ed687673b956b96'},1231176702497378315,2020-02-22 11:19:34,happy, Got the card? 😁,@septicwhovian97 Got the card? 😁
1231176708247650305,{'$oid': '5e5117bb4ed687673b956b97'},1231176708247650305,2020-02-22 11:19:36,happy,Congratulations to the winner! 🎉🥳  DM me to claim your price.. You got only 5 hours! Thanks for participating gu…,RT @Flxffy_Bunni: Congratulations to the winner! 🎉🥳 @caesxtel DM me to claim your price.. You got only 5 hours! Thanks for participating gu…
1231176721434644480,{'$oid': '5e5117bb4ed687673b956b98'},1231176721434644480,2020-02-22 11:19:39,happy,"How about a nicely baked vanilla buttercream cake with flowers 😁
8’inches.....13k only. https://t.co/KyIMECs2mg","RT @BhisoyeeBaker: How about a nicely baked vanilla buttercream cake with flowers 😁
8’inches.....13k only. https://t.co/KyIMECs2mg"
1231176736420835330,{'$oid': '5e5117bb4ed687673b956b99'},1231176736420835330,2020-02-22 11:19:42,anger, Which city? 😁,@SkzLoveB0at Which city? 😁
1231176739277213696,{'$oid': '5e5117bb4ed687673b956b9a'},1231176739277213696,2020-02-22 11:19:43,happy,"Just two more followers.. Come on #UKGiftAM, we can do this. 😁","Just two more followers.. Come on #UKGiftAM, we can do this. 😁"
1231176744582905856,{'$oid': '5e5117bb4ed687673b956b9b'},1231176744582905856,2020-02-22 11:19:44,fear,"😁 📻🎶 Ayo! God preordained, knowing these are not going to defend their stains. His will is our conditioning, our  https://t.co/cBEdphQuE0","😁 📻🎶 Ayo! God preordained, knowing these are not going to defend their stains. His will is our conditioning, our co… https://t.co/cBEdphQuE0"
1231176747892269057,{'$oid': '5e5117bb4ed687673b956b9c'},1231176747892269057,2020-02-22 11:19:45,happy,Our #Lagos #CustomerAppreciationDay is tomorrow! 😁 https://t.co/Iii44Fcca6,RT @prudent_energy: Our #Lagos #CustomerAppreciationDay is tomorrow! 😁 https://t.co/Iii44Fcca6
1231176777159987201,{'$oid': '5e5117bb4ed687673b956b9d'},1231176777159987201,2020-02-22 11:19:52,happy,"A Small Edit 😁
Ismart Charan 🕺
#35DToRAMCHARANs35thBday https://t.co/rowYxCqrTt","RT @PremCharaNN: A Small Edit 😁
Ismart Charan 🕺
#35DToRAMCHARANs35thBday https://t.co/rowYxCqrTt"
1231176777827045377,{'$oid': '5e5117bb4ed687673b956b9e'},1231176777827045377,2020-02-22 11:19:52,happy,"My uncle does rap ooo.. Mad 😁

And as for @MI_Abaga, Keep bursting our heads Abeg.","My uncle does rap ooo.. Mad 😁

And as for @MI_Abaga, Keep bursting our heads Abeg."
1231176780238573570,{'$oid': '5e5117bb4ed687673b956b9f'},1231176780238573570,2020-02-22 11:19:53,happy, Come to the front I reserved a seat for you. Don't be late next time 😁 https://t.co/xYHWDbjghg,RT @manuel_le_genti: @toolzbabe Come to the front I reserved a seat for you. Don't be late next time 😁 https://t.co/xYHWDbjghg
1231176788799315969,{'$oid': '5e5117bb4ed687673b956ba0'},1231176788799315969,2020-02-22 11:19:55,happy,"Hooked on to this video of #HimanshiKhurana  comprising her tik tok clips 😍 

Dear Lord, How Insanely Gor…","RT @notorious_heart: Hooked on to this video of #HimanshiKhurana @realhimanshi comprising her tik tok clips 😍 

Dear Lord, How Insanely Gor…"
1231176789000630272,{'$oid': '5e5117bb4ed687673b956ba1'},1231176789000630272,2020-02-22 11:19:55,happy," @bazlyons Sorry, but no. Golden is king. 😁","@LOZZISTEVENS @bazlyons Sorry, but no. Golden is king. 😁"
1231176790065868801,{'$oid': '5e5117bb4ed687673b956ba2'},1231176790065868801,2020-02-22 11:19:55,happy, I got this from Vintage Empire in Singapore!   You can try to look for a vintage/antique shop in malaysia 😁,@sarahhh_ibrahim I got this from Vintage Empire in Singapore!   You can try to look for a vintage/antique shop in malaysia 😁
1231176799855489024,{'$oid': '5e5117bb4ed687673b956ba3'},1231176799855489024,2020-02-22 11:19:57,fear, 😁 want to burn some calories,@I_am_a_celeb 😁 want to burn some calories
1231176809544241152,{'$oid': '5e5117bc4ed687673b956ba4'},1231176809544241152,2020-02-22 11:20:00,happy,Discussing wedding plans. 😁 https://t.co/vLmeDRmSKT,Discussing wedding plans. 😁 https://t.co/vLmeDRmSKT
1231176820575195136,{'$oid': '5e5117bc4ed687673b956ba5'},1231176820575195136,2020-02-22 11:20:02,happy,"Thanks Malaysian Carats for those wonderful freebies ❤️ and 
for helping me collect Mingyu. 😁
#ODETOYOUinKL
#OdeToSeve…","RT @Nin9CNX: Thanks Malaysian Carats for those wonderful freebies ❤️ and @jwwslay
for helping me collect Mingyu. 😁
#ODETOYOUinKL
#OdeToSeve…"
1231176821955268610,{'$oid': '5e5117bc4ed687673b956ba6'},1231176821955268610,2020-02-22 11:20:03,fear,"Any guy that reaches this very spot 😋 🙌🏻🙌🏻🙌🏻
Don't say NO when she ask for some dick🤩..

Looking another lady's ass, Tweeting…","RT @GovCray: Any guy that reaches this very spot 😋 🙌🏻🙌🏻🙌🏻
Don't say NO when she ask for some dick🤩..

Looking another lady's ass, Tweeting…"
1231176829572009984,{'$oid': '5e5117bc4ed687673b956ba7'},1231176829572009984,2020-02-22 11:20:04,happy, @RulesElsa @YLowiq @allah6988 @mujunaeem @Amal_Saany @aramiszz @Ufatimes1 @Areyyyyyyyyyy @SalafiShield @si…,RT @MixaanFaqih: @ShakeKalhubeAL @RulesElsa @YLowiq @allah6988 @mujunaeem @Amal_Saany @aramiszz @Ufatimes1 @Areyyyyyyyyyy @SalafiShield @si…
1231176833766428672,{'$oid': '5e5117bc4ed687673b956ba8'},1231176833766428672,2020-02-22 11:20:05,happy, @TwistedOne96 @Squirrel275 @Randal68052371 @judgejed1 @wwoodward921 @JoItalia_PhD @RyderLong2… https://t.co/UYxTYT4Zuf,@mystormee @TwistedOne96 @Squirrel275 @Randal68052371 @judgejed1 @wwoodward921 @JoItalia_PhD @RyderLong2… https://t.co/UYxTYT4Zuf
1231176837532811267,{'$oid': '5e5117bc4ed687673b956ba9'},1231176837532811267,2020-02-22 11:20:06,happy,What’s your favorite video we’ve done? Here are a few of mine 😁 https://t.co/3BJfp0HuVi,RT @MrBeastYT: What’s your favorite video we’ve done? Here are a few of mine 😁 https://t.co/3BJfp0HuVi
1231176842113146882,{'$oid': '5e5117bc4ed687673b956baa'},1231176842113146882,2020-02-22 11:20:07,happy, @These_Islands Makes me believe the union is over soon 😁,RT @ryan_bandito116: @blairmcdougall @These_Islands Makes me believe the union is over soon 😁
1231176851021869056,{'$oid': '5e5117bc4ed687673b956bab'},1231176851021869056,2020-02-22 11:20:10,excitement,"We are SO excited to see everyone at our ‘Joseph’ auditions at The Joseph Rowntree Theatre TOMORROW!

Don’t forget… https://t.co/aEfMop4qjg","We are SO excited to see everyone at our ‘Joseph’ auditions at The Joseph Rowntree Theatre TOMORROW!

Don’t forget… https://t.co/aEfMop4qjg"
1231176856830767105,{'$oid': '5e5117bc4ed687673b956bac'},1231176856830767105,2020-02-22 11:20:11,happy,"LOL i mean Dish TV, Airtel, Tata Sky #AskTamannaah  😁","RT @SuperADianNJ: LOL i mean Dish TV, Airtel, Tata Sky #AskTamannaah @tamannaahspeaks 😁"
1231176862694596609,{'$oid': '5e5117bc4ed687673b956bad'},1231176862694596609,2020-02-22 11:20:12,happy," Ok here goes, for my daughter ...
Kitsune 
Unicorn
Mermaid 
Griffin/gryphon
Goblin 
Troll
Dragon 
Cen… https://t.co/DZ4xPr66hj","@JayHulmePoet Ok here goes, for my daughter ...
Kitsune 
Unicorn
Mermaid 
Griffin/gryphon
Goblin 
Troll
Dragon 
Cen… https://t.co/DZ4xPr66hj"
1231176865731293186,{'$oid': '5e5117bc4ed687673b956bae'},1231176865731293186,2020-02-22 11:20:13,happy,"That's a great order size for you 😃
#UKGiftAM #ukgifthour","That's a great order size for you 😃
#UKGiftAM #ukgifthour"
1231176869191569409,{'$oid': '5e5117bc4ed687673b956baf'},1231176869191569409,2020-02-22 11:20:14,happy, @Hanstours @bluekippercom Just had a meeting in the Liver Buildings on the banks of the Royal Blue Mersey. A…,RT @HealththruSport: @Everton @Hanstours @bluekippercom Just had a meeting in the Liver Buildings on the banks of the Royal Blue Mersey. A…
1231176873457192960,{'$oid': '5e5117bc4ed687673b956bb0'},1231176873457192960,2020-02-22 11:20:15,happy,"27sqn at Vert Galant near Amiens on 1st April 1918.
The previous day they were RFC, but awoke that morning as RAF.....…","RT @EatKnuckleFritz: 27sqn at Vert Galant near Amiens on 1st April 1918.
The previous day they were RFC, but awoke that morning as RAF.....…"
1231176877462548480,{'$oid': '5e5117bc4ed687673b956bb1'},1231176877462548480,2020-02-22 11:20:16,happy, the best!! 😁,@MaineGolden the best!! 😁
1231176877999640577,{'$oid': '5e5117bc4ed687673b956bb2'},1231176877999640577,2020-02-22 11:20:16,happy,weekend 😁 https://t.co/b1hBH4JtD8,weekend 😁 https://t.co/b1hBH4JtD8
1231176887675670528,{'$oid': '5e5117bc4ed687673b956bb3'},1231176887675670528,2020-02-22 11:20:18,happy," You're welcome to play and stream the free chapters of our Josei Otome game Agent of Love 

The prolo… https://t.co/IQg4epEA2H","@ShtrdCntrlrs You're welcome to play and stream the free chapters of our Josei Otome game Agent of Love 

The prolo… https://t.co/IQg4epEA2H"
1231176888384720898,{'$oid': '5e5117bc4ed687673b956bb4'},1231176888384720898,2020-02-22 11:20:19,happy, @cinderblockjack @artgodact @BrookeTyers @ToriDignan @dqlrio @AbbaChipz Haha!! If you have an  https://t.co/1NXM9TPwO5,@kittygirlhayley @cinderblockjack @artgodact @BrookeTyers @ToriDignan @dqlrio @AbbaChipz Haha!! If you have an iPho… https://t.co/1NXM9TPwO5
1231176905098838018,{'$oid': '5e5117bc4ed687673b956bb5'},1231176905098838018,2020-02-22 11:20:22,happy,"onge was the one who communicates with the staff using English 😁 #proudmama #트래블러
https://t.co/ylxkswFAxv","onge was the one who communicates with the staff using English 😁 #proudmama #트래블러
https://t.co/ylxkswFAxv"
1231176915530027010,{'$oid': '5e5117bc4ed687673b956bb6'},1231176915530027010,2020-02-22 11:20:25,happy," It hasn't changed for the last 2 years, I don't think it will change in the near future. 😁","@Nuttiesvd It hasn't changed for the last 2 years, I don't think it will change in the near future. 😁"
1231176934760972288,{'$oid': '5e5117bc4ed687673b956bb7'},1231176934760972288,2020-02-22 11:20:30,happy, Thank youu 😁,@HongEdman Thank youu 😁
1231176943946665984,{'$oid': '5e5117bc4ed687673b956bb8'},1231176943946665984,2020-02-22 11:20:32,fear, @pirate_puddle They would be forced to. 😁,RT @jamesfyffe13: @Gdoggie2 @pirate_puddle They would be forced to. 😁
1231176948690358272,{'$oid': '5e5117bc4ed687673b956bb9'},1231176948690358272,2020-02-22 11:20:33,happy, They will be out of business very soon then 😁,@iRadhikaGupta They will be out of business very soon then 😁
1231176956869300226,{'$oid': '5e5117bc4ed687673b956bba'},1231176956869300226,2020-02-22 11:20:35,happy, @itsToken_ That’s why I take the good old path train 😁,@ayo_RANKem @itsToken_ That’s why I take the good old path train 😁
1231176967929524224,{'$oid': '5e5117bc4ed687673b956bbb'},1231176967929524224,2020-02-22 11:20:37,happy,"Ok the production team gonna have a hard time choosing foe sure.
ยิ้มน่ารักอ่ะ 😁
3 and 4 for me naa 😂
#TharnType2xYicon","RT @tharntype05: Ok the production team gonna have a hard time choosing foe sure.
ยิ้มน่ารักอ่ะ 😁
3 and 4 for me naa 😂
#TharnType2xYicon"
1231176974892064768,{'$oid': '5e5117bc4ed687673b956bbc'},1231176974892064768,2020-02-22 11:20:39,anger, Up doooong 😁,@Ahnriff Up doooong 😁
1231176978373337089,{'$oid': '5e5117bc4ed687673b956bbd'},1231176978373337089,2020-02-22 11:20:40,happy,They way he went from 😁 to 😈 in nanoseconds sends-,They way he went from 😁 to 😈 in nanoseconds sends-
1231176981812781056,{'$oid': '5e5117bc4ed687673b956bbe'},1231176981812781056,2020-02-22 11:20:41,fear, ~ Brother Feng's parents asked Wang Yibo to give sig…,RT @Bobo82749034: Qian Feng's parents chase the star #WangYibo 😁 day day up preview :  ~ Brother Feng's parents asked Wang Yibo to give sig…
1231177005904924672,{'$oid': '5e5117bc4ed687673b956bbf'},1231177005904924672,2020-02-22 11:20:47,anger,Reminds me of being in the Blue Lagoon in Iceland - exactly how chilled I was 😁,Reminds me of being in the Blue Lagoon in Iceland - exactly how chilled I was 😁
1231177010589749248,{'$oid': '5e5117bc4ed687673b956bc0'},1231177010589749248,2020-02-22 11:20:48,happy,"#TheDreamShowInJKT Freebies Support by Grassnoona

Rules :
🍉 RT and Like
🍉 follow ig : jastiptiket_kpop
🍉 just find me in I…","RT @grassnoona: #TheDreamShowInJKT Freebies Support by Grassnoona

Rules :
🍉 RT and Like
🍉 follow ig : jastiptiket_kpop
🍉 just find me in I…"
1231177032173793281,{'$oid': '5e5117bc4ed687673b956bc1'},1231177032173793281,2020-02-22 11:20:53,fear," I figure I'll have about four dreams about missing my flight, or registration, or taking a wrong turn on  https://t.co/UDSwbgEjOQ","@baolson I figure I'll have about four dreams about missing my flight, or registration, or taking a wrong turn on t… https://t.co/UDSwbgEjOQ"
1231177035382448129,{'$oid': '5e5117bc4ed687673b956bc2'},1231177035382448129,2020-02-22 11:20:54,happy," Good morning Tanya, 😁👎🏻afraid it’s not, have a great day 😁 https://t.co/Vtls7Qu8Th","RT @Brookranger: @allen_tanya Good morning Tanya, 😁👎🏻afraid it’s not, have a great day 😁 https://t.co/Vtls7Qu8Th"
1231177051937398785,{'$oid': '5e5117bc4ed687673b956bc3'},1231177051937398785,2020-02-22 11:20:58,surprise, Over by the peanut butter 😁,@mandapen Over by the peanut butter 😁
1231177066923659265,{'$oid': '5e5117bc4ed687673b956bc4'},1231177066923659265,2020-02-22 11:21:01,fear, Boys rule 😁,@Macfarlane123 Boys rule 😁
1231177066915254273,{'$oid': '5e5117bc4ed687673b956bc5'},1231177066915254273,2020-02-22 11:21:01,happy,Yes!!! President Karen is arriving and way earlier than originally stated. Just in time to get my sickness all  https://t.co/ZNe8ZXLOCx,Yes!!! President Karen is arriving and way earlier than originally stated. Just in time to get my sickness all over… https://t.co/ZNe8ZXLOCx
1231177073110265857,{'$oid': '5e5117bc4ed687673b956bc6'},1231177073110265857,2020-02-22 11:21:03,fear," I read it and never even noticed...

You should have proceeded to belt out an ariana grande tune at hi… https://t.co/IgXhAKaQUg","@MarissaHero I read it and never even noticed...

You should have proceeded to belt out an ariana grande tune at hi… https://t.co/IgXhAKaQUg"
1231177075282841600,{'$oid': '5e5117bc4ed687673b956bc7'},1231177075282841600,2020-02-22 11:21:03,happy,"I'll settle this cricket jersey controversy - In my humble opinion, I think my #Pakistan cricket tee beats all! #JustSay…","RT @HerNameIs_Bea: I'll settle this cricket jersey controversy - In my humble opinion, I think my #Pakistan cricket tee beats all! #JustSay…"
1231177077002510336,{'$oid': '5e5117bc4ed687673b956bc8'},1231177077002510336,2020-02-22 11:21:03,happy,Unreal 😁,Unreal 😁
1231177081645518848,{'$oid': '5e5117bc4ed687673b956bc9'},1231177081645518848,2020-02-22 11:21:05,happy, Your in adelaide atm. What brings you down here 😁,@BeauGiles Your in adelaide atm. What brings you down here 😁
1231177099647619073,{'$oid': '5e5117bc4ed687673b956bca'},1231177099647619073,2020-02-22 11:21:09,happy,I and  hitting the gym. We are fit men for you ladies 😁 https://t.co/3zOQ2i3g7h,RT @FifunmiRexx: I and @iam_alvinpaul hitting the gym. We are fit men for you ladies 😁 https://t.co/3zOQ2i3g7h
1231177102633779200,{'$oid': '5e5117bc4ed687673b956bcb'},1231177102633779200,2020-02-22 11:21:10,fear, @FOXFOOTBALL Oh hell no or training this week lol. The mariners must have worn them out from the week before 😁,@andrea_1380 @FOXFOOTBALL Oh hell no or training this week lol. The mariners must have worn them out from the week before 😁
1231177105158934528,{'$oid': '5e5117bc4ed687673b956bcc'},1231177105158934528,2020-02-22 11:21:10,happy,. will  😁,RT @MrChrisArnold: .@luka7doncic will @luka7doncic 😁
1231177107880992768,{'$oid': '5e5117bc4ed687673b956bcd'},1231177107880992768,2020-02-22 11:21:11,fear, BBQ and drinks would also do 😁,@queserasarasara BBQ and drinks would also do 😁
1231177115741106177,{'$oid': '5e5117bc4ed687673b956bce'},1231177115741106177,2020-02-22 11:21:13,happy, He came across as a nice guy we only snatched a few words before and after plus an odd grunt in the race 😁,@RangsmithNet He came across as a nice guy we only snatched a few words before and after plus an odd grunt in the race 😁
1231177129565532161,{'$oid': '5e5117bc4ed687673b956bcf'},1231177129565532161,2020-02-22 11:21:16,happy, Hello from Sussex! Hope its not too wet up there (still raining here...💦😭☔) 😁,@ruthlwalker Hello from Sussex! Hope its not too wet up there (still raining here...💦😭☔) 😁
