id_str,_id,_cls,id_str,emotion_label,text,created_at
1231176642208231424,{'$oid': '5e510e3d3598b201e9f4c292'},Tweet,1231176642208231424,excitement,RT @AnnQuann: A quick comparison 😁 https://t.co/WJkzs08hui,2020-02-22 11:19:20
1231176649091272706,{'$oid': '5e510e3f3598b201e9f4c293'},Tweet,1231176649091272706,excitement,RT @_The_Immortal: I miss beer parlors. I mean the Nigerian beer parlor...where you can drink like a fish and lie for 3 hours straight with…,2020-02-22 11:19:21
1231176656276131840,{'$oid': '5e510e403598b201e9f4c294'},Tweet,1231176656276131840,excitement,I can’t wait to present this ⁦@BIMShowLive⁩ next week 😁 https://t.co/orvgvqroQJ,2020-02-22 11:19:23
1231176663251259392,{'$oid': '5e510e423598b201e9f4c297'},Tweet,1231176663251259392,excitement,RT @prettypadmaja: @Loneranger9new @theskindoctor13 @Atheist_Krishna @desimojito @pokershash @firkey_ @Being_Humor @onetiponehand_ @Ra_Bies…,2020-02-22 11:19:25
1231176663800713216,{'$oid': '5e510e423598b201e9f4c298'},Tweet,1231176663800713216,excitement,@tjernlund The new generation of coders need something to be excited about 😁,2020-02-22 11:19:25
1231176668393414656,{'$oid': '5e510e433598b201e9f4c299'},Tweet,1231176668393414656,excitement,@mayidornaan Both 😁,2020-02-22 11:19:26
1231176676614320129,{'$oid': '5e510e453598b201e9f4c29c'},Tweet,1231176676614320129,excitement,RT @GoDive: Old school @padi advanced diver manuals!! 1980 &amp; 1991 😁 #padi #godive #ukdiving #scubadiving #scuba #thefriendlydivestore #lear…,2020-02-22 11:19:28
1231176680343048192,{'$oid': '5e510e463598b201e9f4c29e'},Tweet,1231176680343048192,excitement,"Throw @TBadabada a follow! It's really easy. Much easier than voting. And it amplifies our voice. Also, retweet! Th… https://t.co/YZxqmm0gW2",2020-02-22 11:19:29
1231176683174211586,{'$oid': '5e510e473598b201e9f4c29f'},Tweet,1231176683174211586,excitement,@AndyHoltonDJ I guess so - I’m certainly not going to shut up about the damage Brexit is wreaking in its wake &amp; who… https://t.co/pOYJQTdfPH,2020-02-22 11:19:30
1231176689109041153,{'$oid': '5e510e483598b201e9f4c2a0'},Tweet,1231176689109041153,excitement,"RT @ZtuuDev: Hey #screenshotsaturday, here's an actual screenshot for once! 😁 Got a working object pooler set up so that should help keep p…",2020-02-22 11:19:31
1231176702497378315,{'$oid': '5e510e4b3598b201e9f4c2a2'},Tweet,1231176702497378315,excitement,@septicwhovian97 Got the card? 😁,2020-02-22 11:19:34
1231176708247650305,{'$oid': '5e510e4d3598b201e9f4c2a3'},Tweet,1231176708247650305,excitement,RT @Flxffy_Bunni: Congratulations to the winner! 🎉🥳 @caesxtel DM me to claim your price.. You got only 5 hours! Thanks for participating gu…,2020-02-22 11:19:36
1231176721434644480,{'$oid': '5e510e503598b201e9f4c2a6'},Tweet,1231176721434644480,excitement,"RT @BhisoyeeBaker: How about a nicely baked vanilla buttercream cake with flowers 😁
8’inches.....13k only. https://t.co/KyIMECs2mg",2020-02-22 11:19:39
1231176736420835330,{'$oid': '5e510e533598b201e9f4c2ac'},Tweet,1231176736420835330,excitement,@SkzLoveB0at Which city? 😁,2020-02-22 11:19:42
1231176739277213696,{'$oid': '5e510e543598b201e9f4c2ad'},Tweet,1231176739277213696,excitement,"Just two more followers.. Come on #UKGiftAM, we can do this. 😁",2020-02-22 11:19:43
1231176744582905856,{'$oid': '5e510e553598b201e9f4c2af'},Tweet,1231176744582905856,excitement,"😁 📻🎶 Ayo! God preordained, knowing these are not going to defend their stains. His will is our conditioning, our co… https://t.co/cBEdphQuE0",2020-02-22 11:19:44
1231176747892269057,{'$oid': '5e510e563598b201e9f4c2b0'},Tweet,1231176747892269057,excitement,RT @prudent_energy: Our #Lagos #CustomerAppreciationDay is tomorrow! 😁 https://t.co/Iii44Fcca6,2020-02-22 11:19:45
1231176777159987201,{'$oid': '5e510e5d3598b201e9f4c2b5'},Tweet,1231176777159987201,excitement,"RT @PremCharaNN: A Small Edit 😁
Ismart Charan 🕺
#35DToRAMCHARANs35thBday https://t.co/rowYxCqrTt",2020-02-22 11:19:52
1231176777827045377,{'$oid': '5e510e5d3598b201e9f4c2b6'},Tweet,1231176777827045377,excitement,"My uncle does rap ooo.. Mad 😁

And as for @MI_Abaga, Keep bursting our heads Abeg.",2020-02-22 11:19:52
1231176780238573570,{'$oid': '5e510e5e3598b201e9f4c2b7'},Tweet,1231176780238573570,excitement,RT @manuel_le_genti: @toolzbabe Come to the front I reserved a seat for you. Don't be late next time 😁 https://t.co/xYHWDbjghg,2020-02-22 11:19:53
1231176788799315969,{'$oid': '5e510e603598b201e9f4c2b8'},Tweet,1231176788799315969,excitement,"RT @notorious_heart: Hooked on to this video of #HimanshiKhurana @realhimanshi comprising her tik tok clips 😍 

Dear Lord, How Insanely Gor…",2020-02-22 11:19:55
1231176789000630272,{'$oid': '5e510e603598b201e9f4c2ba'},Tweet,1231176789000630272,excitement,"@LOZZISTEVENS @bazlyons Sorry, but no. Golden is king. 😁",2020-02-22 11:19:55
1231176790065868801,{'$oid': '5e510e603598b201e9f4c2bb'},Tweet,1231176790065868801,excitement,@sarahhh_ibrahim I got this from Vintage Empire in Singapore!   You can try to look for a vintage/antique shop in malaysia 😁,2020-02-22 11:19:55
1231176799855489024,{'$oid': '5e510e633598b201e9f4c2be'},Tweet,1231176799855489024,excitement,@I_am_a_celeb 😁 want to burn some calories,2020-02-22 11:19:57
1231176809544241152,{'$oid': '5e510e653598b201e9f4c2bf'},Tweet,1231176809544241152,excitement,Discussing wedding plans. 😁 https://t.co/vLmeDRmSKT,2020-02-22 11:20:00
1231176820575195136,{'$oid': '5e510e673598b201e9f4c2c2'},Tweet,1231176820575195136,excitement,"RT @Nin9CNX: Thanks Malaysian Carats for those wonderful freebies ❤️ and @jwwslay
for helping me collect Mingyu. 😁
#ODETOYOUinKL
#OdeToSeve…",2020-02-22 11:20:02
1231176821955268610,{'$oid': '5e510e683598b201e9f4c2c3'},Tweet,1231176821955268610,excitement,"RT @GovCray: Any guy that reaches this very spot 😋 🙌🏻🙌🏻🙌🏻
Don't say NO when she ask for some dick🤩..

Looking another lady's ass, Tweeting…",2020-02-22 11:20:03
1231176829572009984,{'$oid': '5e510e6a3598b201e9f4c2c5'},Tweet,1231176829572009984,excitement,RT @MixaanFaqih: @ShakeKalhubeAL @RulesElsa @YLowiq @allah6988 @mujunaeem @Amal_Saany @aramiszz @Ufatimes1 @Areyyyyyyyyyy @SalafiShield @si…,2020-02-22 11:20:04
1231176833766428672,{'$oid': '5e510e6b3598b201e9f4c2c6'},Tweet,1231176833766428672,excitement,@mystormee @TwistedOne96 @Squirrel275 @Randal68052371 @judgejed1 @wwoodward921 @JoItalia_PhD @RyderLong2… https://t.co/UYxTYT4Zuf,2020-02-22 11:20:05
1231176837532811267,{'$oid': '5e510e6c3598b201e9f4c2c7'},Tweet,1231176837532811267,excitement,RT @MrBeastYT: What’s your favorite video we’ve done? Here are a few of mine 😁 https://t.co/3BJfp0HuVi,2020-02-22 11:20:06
1231176842113146882,{'$oid': '5e510e6d3598b201e9f4c2c8'},Tweet,1231176842113146882,excitement,RT @ryan_bandito116: @blairmcdougall @These_Islands Makes me believe the union is over soon 😁,2020-02-22 11:20:07
1231176851021869056,{'$oid': '5e510e6f3598b201e9f4c2c9'},Tweet,1231176851021869056,excitement,"We are SO excited to see everyone at our ‘Joseph’ auditions at The Joseph Rowntree Theatre TOMORROW!

Don’t forget… https://t.co/aEfMop4qjg",2020-02-22 11:20:10
1231176856830767105,{'$oid': '5e510e703598b201e9f4c2ca'},Tweet,1231176856830767105,excitement,"RT @SuperADianNJ: LOL i mean Dish TV, Airtel, Tata Sky #AskTamannaah @tamannaahspeaks 😁",2020-02-22 11:20:11
1231176862694596609,{'$oid': '5e510e723598b201e9f4c2cd'},Tweet,1231176862694596609,excitement,"@JayHulmePoet Ok here goes, for my daughter ...
Kitsune 
Unicorn
Mermaid 
Griffin/gryphon
Goblin 
Troll
Dragon 
Cen… https://t.co/DZ4xPr66hj",2020-02-22 11:20:12
1231176865731293186,{'$oid': '5e510e723598b201e9f4c2ce'},Tweet,1231176865731293186,excitement,"That's a great order size for you 😃
#UKGiftAM #ukgifthour",2020-02-22 11:20:13
1231176869191569409,{'$oid': '5e510e733598b201e9f4c2cf'},Tweet,1231176869191569409,excitement,RT @HealththruSport: @Everton @Hanstours @bluekippercom Just had a meeting in the Liver Buildings on the banks of the Royal Blue Mersey. A…,2020-02-22 11:20:14
1231176873457192960,{'$oid': '5e510e743598b201e9f4c2d0'},Tweet,1231176873457192960,excitement,"RT @EatKnuckleFritz: 27sqn at Vert Galant near Amiens on 1st April 1918.
The previous day they were RFC, but awoke that morning as RAF.....…",2020-02-22 11:20:15
1231176877462548480,{'$oid': '5e510e753598b201e9f4c2d1'},Tweet,1231176877462548480,excitement,@MaineGolden the best!! 😁,2020-02-22 11:20:16
1231176877999640577,{'$oid': '5e510e753598b201e9f4c2d2'},Tweet,1231176877999640577,excitement,weekend 😁 https://t.co/b1hBH4JtD8,2020-02-22 11:20:16
1231176887675670528,{'$oid': '5e510e783598b201e9f4c2d5'},Tweet,1231176887675670528,excitement,"@ShtrdCntrlrs You're welcome to play and stream the free chapters of our Josei Otome game Agent of Love 

The prolo… https://t.co/IQg4epEA2H",2020-02-22 11:20:18
1231176888384720898,{'$oid': '5e510e783598b201e9f4c2d6'},Tweet,1231176888384720898,excitement,@kittygirlhayley @cinderblockjack @artgodact @BrookeTyers @ToriDignan @dqlrio @AbbaChipz Haha!! If you have an iPho… https://t.co/1NXM9TPwO5,2020-02-22 11:20:19
1231176905098838018,{'$oid': '5e510e7c3598b201e9f4c2d7'},Tweet,1231176905098838018,excitement,"onge was the one who communicates with the staff using English 😁 #proudmama #트래블러
https://t.co/ylxkswFAxv",2020-02-22 11:20:22
1231176915530027010,{'$oid': '5e510e7e3598b201e9f4c2da'},Tweet,1231176915530027010,excitement,"@Nuttiesvd It hasn't changed for the last 2 years, I don't think it will change in the near future. 😁",2020-02-22 11:20:25
1231176934760972288,{'$oid': '5e510e833598b201e9f4c2de'},Tweet,1231176934760972288,excitement,@HongEdman Thank youu 😁,2020-02-22 11:20:30
1231176943946665984,{'$oid': '5e510e853598b201e9f4c2e1'},Tweet,1231176943946665984,excitement,RT @jamesfyffe13: @Gdoggie2 @pirate_puddle They would be forced to. 😁,2020-02-22 11:20:32
1231176948690358272,{'$oid': '5e510e863598b201e9f4c2e2'},Tweet,1231176948690358272,excitement,@iRadhikaGupta They will be out of business very soon then 😁,2020-02-22 11:20:33
1231176956869300226,{'$oid': '5e510e883598b201e9f4c2e4'},Tweet,1231176956869300226,excitement,@ayo_RANKem @itsToken_ That’s why I take the good old path train 😁,2020-02-22 11:20:35
1231176967929524224,{'$oid': '5e510e8b3598b201e9f4c2e7'},Tweet,1231176967929524224,excitement,"RT @tharntype05: Ok the production team gonna have a hard time choosing foe sure.
ยิ้มน่ารักอ่ะ 😁
3 and 4 for me naa 😂
#TharnType2xYicon",2020-02-22 11:20:37
1231176974892064768,{'$oid': '5e510e8c3598b201e9f4c2e8'},Tweet,1231176974892064768,excitement,@Ahnriff Up doooong 😁,2020-02-22 11:20:39
1231176978373337089,{'$oid': '5e510e8d3598b201e9f4c2e9'},Tweet,1231176978373337089,excitement,They way he went from 😁 to 😈 in nanoseconds sends-,2020-02-22 11:20:40
1231176981812781056,{'$oid': '5e510e8e3598b201e9f4c2ea'},Tweet,1231176981812781056,excitement,RT @Bobo82749034: Qian Feng's parents chase the star #WangYibo 😁 day day up preview :  ~ Brother Feng's parents asked Wang Yibo to give sig…,2020-02-22 11:20:41
1231177005904924672,{'$oid': '5e510e943598b201e9f4c2ec'},Tweet,1231177005904924672,excitement,Reminds me of being in the Blue Lagoon in Iceland - exactly how chilled I was 😁,2020-02-22 11:20:47
1231177010589749248,{'$oid': '5e510e953598b201e9f4c2ed'},Tweet,1231177010589749248,excitement,"RT @grassnoona: #TheDreamShowInJKT Freebies Support by Grassnoona

Rules :
🍉 RT and Like
🍉 follow ig : jastiptiket_kpop
🍉 just find me in I…",2020-02-22 11:20:48
1231177032173793281,{'$oid': '5e510e9a3598b201e9f4c2f4'},Tweet,1231177032173793281,excitement,"@baolson I figure I'll have about four dreams about missing my flight, or registration, or taking a wrong turn on t… https://t.co/UDSwbgEjOQ",2020-02-22 11:20:53
1231177035382448129,{'$oid': '5e510e9b3598b201e9f4c2f5'},Tweet,1231177035382448129,excitement,"RT @Brookranger: @allen_tanya Good morning Tanya, 😁👎🏻afraid it’s not, have a great day 😁 https://t.co/Vtls7Qu8Th",2020-02-22 11:20:54
1231177051937398785,{'$oid': '5e510e9f3598b201e9f4c2f7'},Tweet,1231177051937398785,excitement,@mandapen Over by the peanut butter 😁,2020-02-22 11:20:58
1231177066923659265,{'$oid': '5e510ea23598b201e9f4c2f9'},Tweet,1231177066923659265,excitement,@Macfarlane123 Boys rule 😁,2020-02-22 11:21:01
1231177066915254273,{'$oid': '5e510ea23598b201e9f4c2fa'},Tweet,1231177066915254273,excitement,Yes!!! President Karen is arriving and way earlier than originally stated. Just in time to get my sickness all over… https://t.co/ZNe8ZXLOCx,2020-02-22 11:21:01
1231177073110265857,{'$oid': '5e510ea43598b201e9f4c2fc'},Tweet,1231177073110265857,excitement,"@MarissaHero I read it and never even noticed...

You should have proceeded to belt out an ariana grande tune at hi… https://t.co/IgXhAKaQUg",2020-02-22 11:21:03
1231177075282841600,{'$oid': '5e510ea43598b201e9f4c2fe'},Tweet,1231177075282841600,excitement,"RT @HerNameIs_Bea: I'll settle this cricket jersey controversy - In my humble opinion, I think my #Pakistan cricket tee beats all! #JustSay…",2020-02-22 11:21:03
1231177077002510336,{'$oid': '5e510ea53598b201e9f4c300'},Tweet,1231177077002510336,excitement,Unreal 😁,2020-02-22 11:21:03
1231177081645518848,{'$oid': '5e510ea63598b201e9f4c301'},Tweet,1231177081645518848,excitement,@BeauGiles Your in adelaide atm. What brings you down here 😁,2020-02-22 11:21:05
1231177099647619073,{'$oid': '5e510eaa3598b201e9f4c303'},Tweet,1231177099647619073,excitement,RT @FifunmiRexx: I and @iam_alvinpaul hitting the gym. We are fit men for you ladies 😁 https://t.co/3zOQ2i3g7h,2020-02-22 11:21:09
1231177102633779200,{'$oid': '5e510eab3598b201e9f4c304'},Tweet,1231177102633779200,excitement,@andrea_1380 @FOXFOOTBALL Oh hell no or training this week lol. The mariners must have worn them out from the week before 😁,2020-02-22 11:21:10
1231177105158934528,{'$oid': '5e510eab3598b201e9f4c305'},Tweet,1231177105158934528,excitement,RT @MrChrisArnold: .@luka7doncic will @luka7doncic 😁,2020-02-22 11:21:10
1231177107880992768,{'$oid': '5e510eac3598b201e9f4c306'},Tweet,1231177107880992768,excitement,@queserasarasara BBQ and drinks would also do 😁,2020-02-22 11:21:11
1231177115741106177,{'$oid': '5e510eae3598b201e9f4c308'},Tweet,1231177115741106177,excitement,@RangsmithNet He came across as a nice guy we only snatched a few words before and after plus an odd grunt in the race 😁,2020-02-22 11:21:13
1231177129565532161,{'$oid': '5e510eb13598b201e9f4c30c'},Tweet,1231177129565532161,excitement,@ruthlwalker Hello from Sussex! Hope its not too wet up there (still raining here...💦😭☔) 😁,2020-02-22 11:21:16
1231177136863621128,{'$oid': '5e510eb33598b201e9f4c30d'},Tweet,1231177136863621128,excitement,"@imyourcrushhhhh Ho.o nee, arep mampir po 😁",2020-02-22 11:21:18
1231177139493441536,{'$oid': '5e510eb43598b201e9f4c30e'},Tweet,1231177139493441536,excitement,@hosnitahir2 @anisaabdallah7 Always beautiful to see this...Insha allaah next year I'll be there 😁,2020-02-22 11:21:18
1231177148163067904,{'$oid': '5e510eb63598b201e9f4c30f'},Tweet,1231177148163067904,excitement,"'Brotherhood of the funds' 😂🤣
Koni da fun One Nigeria.",2020-02-22 11:21:20
1231177154148347905,{'$oid': '5e510eb73598b201e9f4c310'},Tweet,1231177154148347905,excitement,That's why we hired the MF'r 😁,2020-02-22 11:21:22
1231177160087359489,{'$oid': '5e510eb83598b201e9f4c311'},Tweet,1231177160087359489,excitement,"Dinner date 😁 @ SM City Marikina, Marcos Highway https://t.co/YrPm5GdJA2",2020-02-22 11:21:23
1231177170891853824,{'$oid': '5e510ebb3598b201e9f4c313'},Tweet,1231177170891853824,excitement,RT @moochhwala: @ColSanjayPande @w_karve @kayjay34350 @bkum2000 @brigtejinder @samarjeet_n @monocularshark @Changeover900 @chunmun1978 @sim…,2020-02-22 11:21:26
1231177172036927492,{'$oid': '5e510ebb3598b201e9f4c314'},Tweet,1231177172036927492,excitement,"RT @whutsbias: #YooMyTaeYang event surpassed 100 attendance 🙌😱 im shock! Thanks guys for coming, I really meant it 😭 Thank you @FLY2Umsia ,…",2020-02-22 11:21:26
1231177177011539969,{'$oid': '5e510ebc3598b201e9f4c315'},Tweet,1231177177011539969,excitement,@onetiponehand_ @NagpurKaRajini This is more to do with your low remuneration 😁,2020-02-22 11:21:27
1231177178760519682,{'$oid': '5e510ebd3598b201e9f4c316'},Tweet,1231177178760519682,excitement,"@behnawintour Just try watching this one for Zalmi 🙂 you will enjoy, i promise. And i will guide you through and give you updates 😁",2020-02-22 11:21:28
1231177179326750722,{'$oid': '5e510ebd3598b201e9f4c317'},Tweet,1231177179326750722,excitement,RT @spazedude: I'm gonna be Hannah for carnival and bitch i feel FIERCE!! Full look tomorrow #excited #HannahMontana #cosplay https://t.co/…,2020-02-22 11:21:28
1231177179666321408,{'$oid': '5e510ebd3598b201e9f4c318'},Tweet,1231177179666321408,excitement,HOY BSKDHSOBSKS ATE NO,2020-02-22 11:21:28
1231177182036340737,{'$oid': '5e510ebe3598b201e9f4c319'},Tweet,1231177182036340737,happy,"RT @BarbieBlush1: Finally #18 

Rt for a nude in ur dm :) 🎂 https://t.co/H5EZtdtF1e",2020-02-22 11:21:29
1231177182812049408,{'$oid': '5e510ebe3598b201e9f4c31a'},Tweet,1231177182812049408,happy,"RT @notorious_heart: BB13 in a Nutshell for me.. 

#AsimRiaz ,#AsiManshi and #ViRaSim..Fact that all of this happened naturally n are pure…",2020-02-22 11:21:29
1231177183927947264,{'$oid': '5e510ebe3598b201e9f4c31b'},Tweet,1231177183927947264,happy,@sudo_overflow @Tyler_Potts_ Just use a Promise and resolve it in the future :),2020-02-22 11:21:29
1231177183915315201,{'$oid': '5e510ebe3598b201e9f4c31c'},Tweet,1231177183915315201,happy,"RT @ladyelectracgn: Check you DIRECT MESSAGES 🎁 

#happy 
#innerhappiness 

I wish you all a wonderful weekend 💋

P.s. 
VOTE under my last…",2020-02-22 11:21:29
1231177186385649664,{'$oid': '5e510ebf3598b201e9f4c31f'},Tweet,1231177186385649664,happy,"RT @sivacherry9: What a edit 😁😁😁
#singlekingulam heros version :) #A1Express 🏑🤘 https://t.co/MyfxCIXerv",2020-02-22 11:21:30
1231177187677569024,{'$oid': '5e510ebf3598b201e9f4c320'},Tweet,1231177187677569024,happy,"There's nothing like being back home 🥰 
#mentalhealth #weekend #rcssd #youngactorsstudio #rwcmd #Friends #love… https://t.co/GUFRHw74UV",2020-02-22 11:21:30
1231177189783007232,{'$oid': '5e510ec03598b201e9f4c321'},Tweet,1231177189783007232,happy,"RT @TeamSiddShukla: We haven't asked you to stop shipping them. It's your life, your timeline; do it if you like. But don't circulate news…",2020-02-22 11:21:30
1231177190827421696,{'$oid': '5e510ec03598b201e9f4c322'},Tweet,1231177190827421696,happy,RT @jervyfermin: God is not giving up on you. So don't give up on yourself. :),2020-02-22 11:21:31
1231177196368056322,{'$oid': '5e510ec13598b201e9f4c324'},Tweet,1231177196368056322,happy,"RT @roro_lrdi: Guys I think our trend doesn't go up in the list nowadays cuz of emojis 
We all have been using way too many emojis 
Please…",2020-02-22 11:21:32
1231177198612049920,{'$oid': '5e510ec23598b201e9f4c325'},Tweet,1231177198612049920,happy,"RT @Luviesexy: ‘Hello everyone, it’s Wendy!
Missed me much? :) I’m recovering very well, thanks to all of our ReVeluv♥️As I said during my…",2020-02-22 11:21:32
1231177201158164481,{'$oid': '5e510ec23598b201e9f4c326'},Tweet,1231177201158164481,happy,"RT @TheDeshBhakt: THIS IS SHOCKING!
AFTER ARNAB ANOTHER JOURNALIST CAUGHT ON @IndiGo6E 😳😳🤐🤐🧐🧐
Will @AshishSinghLIVE speak up or will @jaine…",2020-02-22 11:21:33
1231177202101866497,{'$oid': '5e510ec23598b201e9f4c327'},Tweet,1231177202101866497,happy,"RT @shehnaazshineFC: Hey @Twitter  @TwitterSupport

 @ShehnaazFanClub Hasn't Violated Any Twitter Rules!! 
It is just a fan account! 

@Twi…",2020-02-22 11:21:33
1231177204509310977,{'$oid': '5e510ec33598b201e9f4c328'},Tweet,1231177204509310977,happy,"RT @stargazinagb: yours truly, sweetener &amp; dangerous woman knowing they’re arianas best album :)  https://t.co/pjuHs2FLNp",2020-02-22 11:21:34
1231177204828119045,{'$oid': '5e510ec33598b201e9f4c329'},Tweet,1231177204828119045,happy,"@kastrull3n dude you’re amazing at music, it’s incredible. Your memes are weird af but they’re enjoyable :)",2020-02-22 11:21:34
1231177205083930624,{'$oid': '5e510ec33598b201e9f4c32a'},Tweet,1231177205083930624,happy,"RT @Shivam_h9: FYI Intellectual Terrorists, This person is three time CM and now 2nd time PM and he knows who you're and he'll be after you…",2020-02-22 11:21:34
1231177205201428480,{'$oid': '5e510ec33598b201e9f4c32b'},Tweet,1231177205201428480,happy,"RT @TeamSiddShukla: #SidNaaz fans, we would suggest to not circulate/post news articles that speak of their personal meetings. Sidharth cle…",2020-02-22 11:21:34
1231177205327089664,{'$oid': '5e510ec33598b201e9f4c32c'},Tweet,1231177205327089664,happy,"RT @wingsoffly: @JaanHaiSid Don't about others, I followed back :)

#SidHeartsLoveSid",2020-02-22 11:21:34
